const_key,tmc_vote_share_2016,tmc_vote_share_2021,tmc_vote_share_2026,bjp_vote_share_2016,bjp_vote_share_2021,bjp_vote_share_2026,left_inc_vote_share_2016,left_inc_vote_share_2021,left_inc_vote_share_2026,others_vote_share_2016,others_vote_share_2021,others_vote_share_2026,turnout_percent_2016,turnout_percent_2021,turnout_percent_2026,victory_margin_percent_2016,victory_margin_percent_2021,victory_margin_percent_2026,candidate_count_2016,candidate_count_2021,candidate_count_2026,nota_pct_2016,nota_pct_2021,nota_pct_2026,enp_2016,enp_2021,enp_2026,fragmentation_2016,fragmentation_2021,fragmentation_2026,competitiveness_2016,competitiveness_2021,competitiveness_2026,criminal_cases_2016,criminal_cases_2021,criminal_cases_2026,edu_code_2016,edu_code_2021,edu_code_2026,age_2016,age_2021,age_2026,log_assets_2016,log_assets_2021,log_assets_2026,log_liabilities_2016,log_liabilities_2021,log_liabilities_2026,constituency,dom_2021,dom_2026,kmeans_cluster,cluster_label,kmeans_nopca,hc_cluster
DOMJUR,0.677583,0.519962,0.5273129999999999,0.070547,0.350146,0.361384,0.0,0.09071699999999999,0.084922,0.25187000000000004,0.039175,0.026381,84.5292,83.9465,84.37755,49.0538,16.9816,16.5929,8.0,14.0,14.0,1.2343,0.8296,0.4654,1.8956120633623785,2.483071921165247,2.400585174304757,0.472465902002,0.597273042526,0.5834349013300001,0.509462,0.830184,0.834071,0.0,2.0,1.0,7.0,6.0,5.0,46.0,60.0,46.0,15.873244306170818,17.737077059024113,17.527960849372416,0.0,14.077875591662238,0.0,DOMJUR,TMC,TMC,0,TMC Strongholds (C0),2,2
DOMKAL,0.330743,0.564459,0.355274,0.023739,0.054592999999999996,0.051127000000000006,0.238067,0.35694499999999996,0.541239,0.407451,0.024003,0.05236,83.8014,85.0032,84.37755,3.516,20.8809,6.3214,12.0,9.0,13.0,0.8063,1.0695,0.4682,3.006192581818261,2.224297069443802,2.3556304199948093,0.66735331394,0.550419764636,0.575485190074,0.96484,0.791191,0.936786,0.0,0.0,2.0,7.0,7.0,7.0,66.0,45.0,45.0,16.142123750125617,17.55790710574025,17.376977035144687,0.0,15.614742207456988,0.0,Domkal,TMC,LEFT,2,TMC Strongholds (C2),1,0
DOMKAL,0.330743,0.564459,0.355274,0.023739,0.054592999999999996,0.051127000000000006,0.238067,0.35694499999999996,0.541239,0.407451,0.024003,0.05236,83.8014,85.0032,84.37755,3.516,20.8809,6.3214,12.0,9.0,13.0,0.8063,1.0695,0.4682,3.006192581818261,2.224297069443802,2.3556304199948093,0.66735331394,0.550419764636,0.575485190074,0.96484,0.791191,0.936786,0.0,0.0,2.0,7.0,7.0,7.0,66.0,45.0,45.0,16.142123750125617,17.55790710574025,17.376977035144687,0.0,15.614742207456988,0.0,DOMKAL,TMC,LEFT,2,TMC Strongholds (C2),1,0
DUBRAJPUR,0.517164,0.460511,0.407779,0.138508,0.479391,0.533337,0.298397,0.029394,0.036055000000000004,0.045931,0.030704,0.022829000000000002,84.2806,84.7474,84.37755,21.8767,1.888,12.5558,5.0,5.0,7.0,2.0059,1.543,1.1295,2.646948696473737,2.253811367616133,2.2096849867913058,0.62220650467,0.556307145146,0.547446805324,0.7812330000000001,0.98112,0.8744419999999999,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubrajpur,BJP,BJP,3,TMC Strongholds (C3),0,3
DUBRAJPUR,0.517164,0.460511,0.407779,0.138508,0.479391,0.533337,0.298397,0.029394,0.036055000000000004,0.045931,0.030704,0.022829000000000002,84.2806,84.7474,84.37755,21.8767,1.888,12.5558,5.0,5.0,7.0,2.0059,1.543,1.1295,2.646948696473737,2.253811367616133,2.2096849867913058,0.62220650467,0.556307145146,0.547446805324,0.7812330000000001,0.98112,0.8744419999999999,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,DUBRAJPUR,BJP,BJP,3,TMC Strongholds (C3),0,3
DUM DUM,0.467335,0.474813,0.373088,0.08335100000000001,0.330582,0.500666,0.0,0.165393,0.112576,0.449314,0.029212,0.01367,79.065,74.9034,84.37755,5.3367,14.4231,12.7578,5.0,8.0,9.0,2.0085,1.1002,0.7365,2.340646109303618,2.755276133410587,2.4831066558064716,0.572767537978,0.637059970914,0.597278676024,0.946633,0.855769,0.872422,0.0,0.0,6.0,7.0,7.0,7.0,47.0,52.0,41.0,16.78742021287339,17.24318293031648,16.14146788003079,0.0,0.0,14.183794950708007,Dum dum,TMC,BJP,0,TMC Strongholds (C0),3,2
DUM DUM,0.467335,0.474813,0.373088,0.08335100000000001,0.330582,0.500666,0.0,0.165393,0.112576,0.449314,0.029212,0.01367,79.065,74.9034,84.37755,5.3367,14.4231,12.7578,5.0,8.0,9.0,2.0085,1.1002,0.7365,2.340646109303618,2.755276133410587,2.4831066558064716,0.572767537978,0.637059970914,0.597278676024,0.946633,0.855769,0.872422,0.0,0.0,6.0,7.0,7.0,7.0,47.0,52.0,41.0,16.78742021287339,17.24318293031648,16.14146788003079,0.0,0.0,14.183794950708007,Dum Dum,TMC,BJP,0,TMC Strongholds (C0),3,2
DUM DUM,0.467335,0.474813,0.373088,0.08335100000000001,0.330582,0.500666,0.0,0.165393,0.112576,0.449314,0.029212,0.01367,79.065,74.9034,84.37755,5.3367,14.4231,12.7578,5.0,8.0,9.0,2.0085,1.1002,0.7365,2.340646109303618,2.755276133410587,2.4831066558064716,0.572767537978,0.637059970914,0.597278676024,0.946633,0.855769,0.872422,0.0,0.0,6.0,7.0,7.0,7.0,47.0,52.0,41.0,16.78742021287339,17.24318293031648,16.14146788003079,0.0,0.0,14.183794950708007,DUM DUM,TMC,BJP,0,TMC Strongholds (C0),3,2
DUM DUM UTTAR,0.430811,0.447879,0.344215,0.077779,0.314175,0.462433,0.0,0.21453499999999998,0.17924900000000002,0.49140999999999996,0.023411,0.014103000000000001,82.5714,78.1477,84.37755,3.3033,13.3704,11.8218,4.0,6.0,9.0,1.7745,0.9904,0.6604,2.308767774369878,2.8912190087959204,2.7423004515480005,0.566868521338,0.654125129588,0.635342655676,0.966967,0.866296,0.8817820000000001,0.0,0.0,3.0,6.0,7.0,6.0,58.0,66.0,48.0,15.715972851109866,15.621989331429779,16.67095840267082,0.0,0.0,15.036658128015999,Dum Dum Uttar,TMC,BJP,0,TMC Strongholds (C0),3,2
DUM DUM UTTAR,0.430811,0.447879,0.344215,0.077779,0.314175,0.462433,0.0,0.21453499999999998,0.17924900000000002,0.49140999999999996,0.023411,0.014103000000000001,82.5714,78.1477,84.37755,3.3033,13.3704,11.8218,4.0,6.0,9.0,1.7745,0.9904,0.6604,2.308767774369878,2.8912190087959204,2.7423004515480005,0.566868521338,0.654125129588,0.635342655676,0.966967,0.866296,0.8817820000000001,0.0,0.0,3.0,6.0,7.0,6.0,58.0,66.0,48.0,15.715972851109866,15.621989331429779,16.67095840267082,0.0,0.0,15.036658128015999,DUM DUM UTTAR,TMC,BJP,0,TMC Strongholds (C0),3,2
DURGAPUR PASCHIM,0.319544,0.38863,0.355813,0.091852,0.463103,0.5292560000000001,0.553981,0.095077,0.07968700000000001,0.034623,0.05319,0.035244,81.2886,73.1451,84.37755,22.4822,7.4473,17.3443,7.0,10.0,14.0,1.9456,1.3326,1.3595,2.388693691715859,2.6499439126765103,2.4136693121170945,0.5813611416700001,0.6226335224620001,0.5856930379899999,0.775178,0.925527,0.826557,3.0,11.0,12.0,5.0,5.0,5.0,50.0,49.0,52.0,15.190123961560177,16.268271527424954,17.010726277023476,0.0,0.0,14.999965624409187,Durgapur paschim,BJP,BJP,0,TMC Strongholds (C0),3,2
DURGAPUR PASCHIM,0.319544,0.38863,0.355813,0.091852,0.463103,0.5292560000000001,0.553981,0.095077,0.07968700000000001,0.034623,0.05319,0.035244,81.2886,73.1451,84.37755,22.4822,7.4473,17.3443,7.0,10.0,14.0,1.9456,1.3326,1.3595,2.388693691715859,2.6499439126765103,2.4136693121170945,0.5813611416700001,0.6226335224620001,0.5856930379899999,0.775178,0.925527,0.826557,3.0,11.0,12.0,5.0,5.0,5.0,50.0,49.0,52.0,15.190123961560177,16.268271527424954,17.010726277023476,0.0,0.0,14.999965624409187,Durgapur Paschim,BJP,BJP,0,TMC Strongholds (C0),3,2
DURGAPUR PASCHIM,0.319544,0.38863,0.355813,0.091852,0.463103,0.5292560000000001,0.553981,0.095077,0.07968700000000001,0.034623,0.05319,0.035244,81.2886,73.1451,84.37755,22.4822,7.4473,17.3443,7.0,10.0,14.0,1.9456,1.3326,1.3595,2.388693691715859,2.6499439126765103,2.4136693121170945,0.5813611416700001,0.6226335224620001,0.5856930379899999,0.775178,0.925527,0.826557,3.0,11.0,12.0,5.0,5.0,5.0,50.0,49.0,52.0,15.190123961560177,16.268271527424954,17.010726277023476,0.0,0.0,14.999965624409187,DURGAPUR PASCHIM,BJP,BJP,0,TMC Strongholds (C0),3,2
DURGAPUR PURBA,0.394231,0.41159199999999996,0.362911,0.122372,0.392149,0.506923,0.008801999999999999,0.154141,0.10469200000000001,0.474595,0.042118,0.025474,81.3753,75.2069,84.37755,4.7952,1.9443,14.4012,6.0,9.0,9.0,1.9326,1.364,1.2076,2.52709758105968,2.867612210518267,2.498222131538769,0.604289123026,0.65127781353,0.59971533861,0.952048,0.980557,0.855988,0.0,0.0,6.0,5.0,7.0,6.0,73.0,74.0,47.0,15.85922051240539,19.016366859211328,16.905713886628646,0.0,14.450550227375052,14.61551373539238,Durgapur Purba,TMC,BJP,0,TMC Strongholds (C0),3,2
DURGAPUR PURBA,0.394231,0.41159199999999996,0.362911,0.122372,0.392149,0.506923,0.008801999999999999,0.154141,0.10469200000000001,0.474595,0.042118,0.025474,81.3753,75.2069,84.37755,4.7952,1.9443,14.4012,6.0,9.0,9.0,1.9326,1.364,1.2076,2.52709758105968,2.867612210518267,2.498222131538769,0.604289123026,0.65127781353,0.59971533861,0.952048,0.980557,0.855988,0.0,0.0,6.0,5.0,7.0,6.0,73.0,74.0,47.0,15.85922051240539,19.016366859211328,16.905713886628646,0.0,14.450550227375052,14.61551373539238,DURGAPUR PURBA,TMC,BJP,0,TMC Strongholds (C0),3,2
EGRA,0.513079,0.522235,0.43426000000000003,0.058862,0.44545,0.529637,0.010594,0.026531,0.031422,0.417465,0.005784,0.004681,84.8748,84.7464,84.37755,11.7507,7.6785,9.5377,5.0,4.0,6.0,1.3613,0.5784,0.268,2.267038786307787,2.1191269488455817,2.1271782292735444,0.558895945654,0.528107553658,0.529893646786,0.882493,0.923215,0.904623,0.0,0.0,2.0,7.0,7.0,6.0,72.0,53.0,49.0,16.667395844197,15.965225900390777,17.686820417114646,0.0,15.529450277471494,15.436712798527537,Egra,TMC,BJP,0,TMC Strongholds (C0),2,2
EGRA,0.513079,0.522235,0.43426000000000003,0.058862,0.44545,0.529637,0.010594,0.026531,0.031422,0.417465,0.005784,0.004681,84.8748,84.7464,84.37755,11.7507,7.6785,9.5377,5.0,4.0,6.0,1.3613,0.5784,0.268,2.267038786307787,2.1191269488455817,2.1271782292735444,0.558895945654,0.528107553658,0.529893646786,0.882493,0.923215,0.904623,0.0,0.0,2.0,7.0,7.0,6.0,72.0,53.0,49.0,16.667395844197,15.965225900390777,17.686820417114646,0.0,15.529450277471494,15.436712798527537,EGRA,TMC,BJP,0,TMC Strongholds (C0),2,2
ENTALLY,0.519687,0.648348,0.571568,0.10060600000000001,0.276987,0.36572899999999997,0.0,0.0,0.04271,0.379707,0.074665,0.019993,70.6811,67.9846,84.37755,19.1783,37.1361,20.5839,10.0,15.0,15.0,1.5904,0.6317,0.4189,2.3564145256374696,1.9894488011247373,2.161360499701423,0.5756264489459999,0.49734821050199995,0.5373284557860001,0.808217,0.628639,0.794161,0.0,0.0,0.0,7.0,7.0,7.0,68.0,72.0,47.0,18.019239070962946,18.47132565368401,18.597820758043266,0.0,0.0,14.914123179965662,Entally,TMC,TMC,2,TMC Strongholds (C2),1,0
ENTALLY,0.519687,0.648348,0.571568,0.10060600000000001,0.276987,0.36572899999999997,0.0,0.0,0.04271,0.379707,0.074665,0.019993,70.6811,67.9846,84.37755,19.1783,37.1361,20.5839,10.0,15.0,15.0,1.5904,0.6317,0.4189,2.3564145256374696,1.9894488011247373,2.161360499701423,0.5756264489459999,0.49734821050199995,0.5373284557860001,0.808217,0.628639,0.794161,0.0,0.0,0.0,7.0,7.0,7.0,68.0,72.0,47.0,18.019239070962946,18.47132565368401,18.597820758043266,0.0,0.0,14.914123179965662,ENTALLY,TMC,TMC,2,TMC Strongholds (C2),1,0
FALAKATA,0.437744,0.448993,0.374528,0.15478899999999998,0.46708799999999995,0.569478,0.006790000000000001,0.051633,0.038592,0.400677,0.032286,0.017402,87.1307,86.7722,84.37755,8.5071,1.8095,19.495,7.0,8.0,8.0,1.9258,0.8934,0.6069,2.6583894592667896,2.361418578723095,2.14422674930192,0.623832393514,0.576525733722,0.5336314126639998,0.914929,0.981905,0.80505,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Falakata,BJP,BJP,3,TMC Strongholds (C3),0,3
FALAKATA,0.437744,0.448993,0.374528,0.15478899999999998,0.46708799999999995,0.569478,0.006790000000000001,0.051633,0.038592,0.400677,0.032286,0.017402,87.1307,86.7722,84.37755,8.5071,1.8095,19.495,7.0,8.0,8.0,1.9258,0.8934,0.6069,2.6583894592667896,2.361418578723095,2.14422674930192,0.623832393514,0.576525733722,0.5336314126639998,0.914929,0.981905,0.80505,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,FALAKATA,BJP,BJP,3,TMC Strongholds (C3),0,3
FALTA,0.5015379999999999,0.563545,0.0,0.083764,0.36745199999999995,0.0,0.009555000000000001,0.035838999999999996,0.0,0.405143,0.033164,1.0,88.6234,87.916,84.37755,12.5303,19.6093,10.798,7.0,10.0,6.0,0.9634,0.5699,0.0,2.3652464595867184,2.1978590805882328,1.0,0.577211078386,0.5450117758540001,0.0,0.8746970000000001,0.8039069999999999,0.5,0.0,0.0,1.0,7.0,3.0,6.0,60.0,68.0,56.0,16.989968974216993,16.614619794334768,0.0,13.049392604548153,0.0,0.0,Falta,TMC,OTHERS,1,Mixed Profile (C1),2,1
FALTA,0.5015379999999999,0.563545,0.0,0.083764,0.36745199999999995,0.0,0.009555000000000001,0.035838999999999996,0.0,0.405143,0.033164,1.0,88.6234,87.916,84.37755,12.5303,19.6093,10.798,7.0,10.0,6.0,0.9634,0.5699,0.0,2.3652464595867184,2.1978590805882328,1.0,0.577211078386,0.5450117758540001,0.0,0.8746970000000001,0.8039069999999999,0.5,0.0,0.0,1.0,7.0,3.0,6.0,60.0,68.0,56.0,16.989968974216993,16.614619794334768,0.0,13.049392604548153,0.0,0.0,FALTA,TMC,OTHERS,1,Mixed Profile (C1),2,1
FARAKKA,0.33791499999999997,0.548851,0.27027999999999996,0.097746,0.227299,0.313754,0.510509,0.194208,0.384503,0.05383,0.029641999999999998,0.031463,84.9941,81.9744,84.37755,17.2594,32.1552,4.6859,6.0,6.0,12.0,1.1275,0.8786,1.0198,2.582258251559415,2.5542937419141025,3.1218261925331845,0.612742064278,0.6085023489700001,0.679674671706,0.827406,0.6784479999999999,0.953141,2.0,1.0,0.0,4.0,4.0,3.0,53.0,45.0,57.0,16.34060732267866,17.2287937115737,18.95271900636351,15.458715686384755,17.055630284718756,18.727629263216553,Farakka,TMC,LEFT,2,TMC Strongholds (C2),1,0
FARAKKA,0.33791499999999997,0.548851,0.27027999999999996,0.097746,0.227299,0.313754,0.510509,0.194208,0.384503,0.05383,0.029641999999999998,0.031463,84.9941,81.9744,84.37755,17.2594,32.1552,4.6859,6.0,6.0,12.0,1.1275,0.8786,1.0198,2.582258251559415,2.5542937419141025,3.1218261925331845,0.612742064278,0.6085023489700001,0.679674671706,0.827406,0.6784479999999999,0.953141,2.0,1.0,0.0,4.0,4.0,3.0,53.0,45.0,57.0,16.34060732267866,17.2287937115737,18.95271900636351,15.458715686384755,17.055630284718756,18.727629263216553,FARAKKA,TMC,LEFT,2,TMC Strongholds (C2),1,0
GAIGHATA,0.486201,0.42782200000000004,0.352001,0.149242,0.472738,0.5799300000000001,0.337691,0.07339999999999999,0.050816999999999994,0.026865999999999998,0.02604,0.017252,86.0185,84.7461,84.37755,15.3263,4.4916,22.7929,7.0,8.0,11.0,0.8225,0.6607,0.4751,2.6779384279919465,2.423781042519979,2.159344472572837,0.626578419598,0.587421478072,0.536896492106,0.846737,0.955084,0.772071,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaighata,BJP,BJP,3,TMC Strongholds (C3),0,3
GAIGHATA,0.486201,0.42782200000000004,0.352001,0.149242,0.472738,0.5799300000000001,0.337691,0.07339999999999999,0.050816999999999994,0.026865999999999998,0.02604,0.017252,86.0185,84.7461,84.37755,15.3263,4.4916,22.7929,7.0,8.0,11.0,0.8225,0.6607,0.4751,2.6779384279919465,2.423781042519979,2.159344472572837,0.626578419598,0.587421478072,0.536896492106,0.846737,0.955084,0.772071,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,GAIGHATA,BJP,BJP,3,TMC Strongholds (C3),0,3
GALSI,0.46441200000000005,0.492069,0.431023,0.104563,0.40551299999999996,0.476188,0.41186900000000004,0.07648100000000001,0.067012,0.019156,0.025937,0.025777,86.5525,86.7668,84.37755,5.2543,8.6556,4.5165,3.0,4.0,8.0,1.9156,1.0129,1.1965,2.5213371165858596,2.420752050369374,2.3941148840161595,0.60338504779,0.5869052347400001,0.5823091002540001,0.947457,0.913444,0.954835,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Galsi,TMC,BJP,3,TMC Strongholds (C3),0,3
GALSI,0.46441200000000005,0.492069,0.431023,0.104563,0.40551299999999996,0.476188,0.41186900000000004,0.07648100000000001,0.067012,0.019156,0.025937,0.025777,86.5525,86.7668,84.37755,5.2543,8.6556,4.5165,3.0,4.0,8.0,1.9156,1.0129,1.1965,2.5213371165858596,2.420752050369374,2.3941148840161595,0.60338504779,0.5869052347400001,0.5823091002540001,0.947457,0.913444,0.954835,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,GALSI,TMC,BJP,3,TMC Strongholds (C3),0,3
GANGARAMPUR,0.401827,0.444011,0.39800199999999997,0.10153499999999999,0.468245,0.544971,0.463732,0.064771,0.041961000000000005,0.032906,0.022973,0.015066,87.2456,84.6786,84.37755,6.1905,2.4234,14.6969,6.0,6.0,8.0,1.4027,0.6064,0.7458,2.5779543303880015,2.374607715694658,2.1863338306779316,0.6120955331860001,0.578877810684,0.5426133072780002,0.938095,0.975766,0.853031,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Gangarampur,BJP,BJP,3,TMC Strongholds (C3),0,3
GANGARAMPUR,0.401827,0.444011,0.39800199999999997,0.10153499999999999,0.468245,0.544971,0.463732,0.064771,0.041961000000000005,0.032906,0.022973,0.015066,87.2456,84.6786,84.37755,6.1905,2.4234,14.6969,6.0,6.0,8.0,1.4027,0.6064,0.7458,2.5779543303880015,2.374607715694658,2.1863338306779316,0.6120955331860001,0.578877810684,0.5426133072780002,0.938095,0.975766,0.853031,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,GANGARAMPUR,BJP,BJP,3,TMC Strongholds (C3),0,3
GARBETA,0.588601,0.457086,0.39417900000000006,0.119983,0.40618099999999996,0.5122829999999999,0.010643,0.119631,0.075177,0.280773,0.017102,0.018361000000000002,90.5572,89.7951,84.37755,32.5762,5.0905,11.8104,4.0,5.0,7.0,1.7935,1.3092,1.1056,2.273792810961688,2.5739053769620606,2.35960545858081,0.560206191532,0.611485329278,0.57620033622,0.674238,0.949095,0.881896,0.0,1.0,1.0,5.0,6.0,6.0,54.0,56.0,65.0,15.43603518502582,16.689656158696945,18.008199117551197,13.122365377402328,15.663732902905409,17.13097672469776,Garbeta,TMC,BJP,0,TMC Strongholds (C0),2,2
GARBETA,0.588601,0.457086,0.39417900000000006,0.119983,0.40618099999999996,0.5122829999999999,0.010643,0.119631,0.075177,0.280773,0.017102,0.018361000000000002,90.5572,89.7951,84.37755,32.5762,5.0905,11.8104,4.0,5.0,7.0,1.7935,1.3092,1.1056,2.273792810961688,2.5739053769620606,2.35960545858081,0.560206191532,0.611485329278,0.57620033622,0.674238,0.949095,0.881896,0.0,1.0,1.0,5.0,6.0,6.0,54.0,56.0,65.0,15.43603518502582,16.689656158696945,18.008199117551197,13.122365377402328,15.663732902905409,17.13097672469776,GARBETA,TMC,BJP,0,TMC Strongholds (C0),2,2
GAZOLE,0.32949100000000003,0.446884,0.382758,0.145053,0.45501199999999997,0.539357,0.010145,0.06930399999999999,0.046653,0.5153110000000001,0.0288,0.031232000000000003,84.8157,82.8365,84.37755,10.3879,0.8128,15.6599,12.0,8.0,13.0,1.7597,0.7848,0.6122,2.5300248188373926,2.424984828109583,2.2698301428032353,0.6047469603639999,0.587626285984,0.559438399754,0.896121,0.991872,0.843401,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Gazole,BJP,BJP,3,TMC Strongholds (C3),0,3
GAZOLE,0.32949100000000003,0.446884,0.382758,0.145053,0.45501199999999997,0.539357,0.010145,0.06930399999999999,0.046653,0.5153110000000001,0.0288,0.031232000000000003,84.8157,82.8365,84.37755,10.3879,0.8128,15.6599,12.0,8.0,13.0,1.7597,0.7848,0.6122,2.5300248188373926,2.424984828109583,2.2698301428032353,0.6047469603639999,0.587626285984,0.559438399754,0.896121,0.991872,0.843401,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,GAZOLE,BJP,BJP,3,TMC Strongholds (C3),0,3
GHATAL,0.497673,0.465207,0.387948,0.04838,0.469493,0.543539,0.011850000000000001,0.054013,0.048263999999999994,0.44209699999999996,0.011287,0.020249000000000003,84.1377,80.6229,84.37755,9.0026,0.4286,15.5591,5.0,5.0,9.0,1.0584,0.579,0.5404,2.2441187408779792,2.273316111013651,2.2287711893903737,0.554390780762,0.5601139695640001,0.551322269078,0.9099740000000001,0.995714,0.844409,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghatal,BJP,BJP,3,TMC Strongholds (C3),0,3
GHATAL,0.497673,0.465207,0.387948,0.04838,0.469493,0.543539,0.011850000000000001,0.054013,0.048263999999999994,0.44209699999999996,0.011287,0.020249000000000003,84.1377,80.6229,84.37755,9.0026,0.4286,15.5591,5.0,5.0,9.0,1.0584,0.579,0.5404,2.2441187408779792,2.273316111013651,2.2287711893903737,0.554390780762,0.5601139695640001,0.551322269078,0.9099740000000001,0.995714,0.844409,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,GHATAL,BJP,BJP,3,TMC Strongholds (C3),0,3
GOALPOKHAR,0.439144,0.654032,0.6665989999999999,0.114855,0.198935,0.20917000000000002,0.39905999999999997,0.122394,0.021116000000000003,0.046941,0.024639,0.10311500000000001,74.3096,71.9507,84.37755,5.2452,45.5097,45.7429,7.0,7.0,11.0,1.054,1.248,0.5099,2.721151633902415,2.0707347981549553,2.0032657061976233,0.632508535158,0.5170796371940001,0.5008150956180002,0.9475480000000001,0.5449029999999999,0.542571,0.0,3.0,1.0,7.0,7.0,7.0,46.0,51.0,56.0,14.676289002741061,16.49176299288143,17.264357644195155,0.0,15.237657707525285,16.03119470423468,Goalpokhar,TMC,TMC,2,TMC Strongholds (C2),1,0
GOALPOKHAR,0.439144,0.654032,0.6665989999999999,0.114855,0.198935,0.20917000000000002,0.39905999999999997,0.122394,0.021116000000000003,0.046941,0.024639,0.10311500000000001,74.3096,71.9507,84.37755,5.2452,45.5097,45.7429,7.0,7.0,11.0,1.054,1.248,0.5099,2.721151633902415,2.0707347981549553,2.0032657061976233,0.632508535158,0.5170796371940001,0.5008150956180002,0.9475480000000001,0.5449029999999999,0.542571,0.0,3.0,1.0,7.0,7.0,7.0,46.0,51.0,56.0,14.676289002741061,16.49176299288143,17.264357644195155,0.0,15.237657707525285,16.03119470423468,GOALPOKHAR,TMC,TMC,2,TMC Strongholds (C2),1,0
GOGHAT,0.518779,0.446742,0.362392,0.095782,0.46563099999999996,0.57399,0.363153,0.06549,0.048156,0.022286,0.022136999999999997,0.015462,88.5442,89.1398,84.37755,15.5626,1.8889,21.1598,3.0,4.0,5.0,2.2286,1.1305,1.0332,2.434970404632028,2.374340241398655,2.1581931607396974,0.58931739043,0.578830370406,0.5366494444559999,0.844374,0.981111,0.788402,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Goghat,BJP,BJP,3,TMC Strongholds (C3),0,3
GOGHAT,0.518779,0.446742,0.362392,0.095782,0.46563099999999996,0.57399,0.363153,0.06549,0.048156,0.022286,0.022136999999999997,0.015462,88.5442,89.1398,84.37755,15.5626,1.8889,21.1598,3.0,4.0,5.0,2.2286,1.1305,1.0332,2.434970404632028,2.374340241398655,2.1581931607396974,0.58931739043,0.578830370406,0.5366494444559999,0.844374,0.981111,0.788402,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,GOGHAT,BJP,BJP,3,TMC Strongholds (C3),0,3
GOPIBALLAVPUR,0.55508,0.523007,0.41244100000000006,0.118062,0.40361199999999997,0.537451,0.007204,0.029230999999999997,0.023831,0.319654,0.04415,0.026277,87.7351,88.0261,84.37755,27.4201,11.9395,12.501,6.0,9.0,9.0,2.004,1.402,1.1866,2.356917326079495,2.2766459886797663,2.172875952591838,0.575716980424,0.560757357546,0.5397804468279999,0.725799,0.880605,0.87499,0.0,0.0,6.0,4.0,7.0,7.0,58.0,39.0,51.0,13.269468725636356,15.998388377643558,15.945075541270676,0.0,13.597456533010224,14.794212925758327,Gopiballavpur,TMC,BJP,0,TMC Strongholds (C0),2,2
GOPIBALLAVPUR,0.55508,0.523007,0.41244100000000006,0.118062,0.40361199999999997,0.537451,0.007204,0.029230999999999997,0.023831,0.319654,0.04415,0.026277,87.7351,88.0261,84.37755,27.4201,11.9395,12.501,6.0,9.0,9.0,2.004,1.402,1.1866,2.356917326079495,2.2766459886797663,2.172875952591838,0.575716980424,0.560757357546,0.5397804468279999,0.725799,0.880605,0.87499,0.0,0.0,6.0,4.0,7.0,7.0,58.0,39.0,51.0,13.269468725636356,15.998388377643558,15.945075541270676,0.0,13.597456533010224,14.794212925758327,GOPIBALLAVPUR,TMC,BJP,0,TMC Strongholds (C0),2,2
GOSABA,0.505162,0.539932,0.43719700000000006,0.064061,0.418849,0.513382,0.401469,0.029533999999999998,0.027280000000000002,0.029308,0.011685000000000001,0.022141,84.7478,85.0821,84.37755,10.954,12.1083,7.6185,7.0,5.0,9.0,1.7313,0.5194,1.051,2.373443400580516,2.136889820919267,2.1932868371495817,0.5786712252099999,0.532030154194,0.5440632829859999,0.89046,0.878917,0.923815,1.0,1.0,1.0,6.0,6.0,6.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Gosaba,TMC,BJP,3,TMC Strongholds (C3),0,3
