year,constituency_id,constituency,total_electors,total_votes_polled,total_valid_votes,turnout_percent,winner_name,winner_party,winner_party_raw,winner_votes,winner_vote_share,runner_name,runner_party,runner_party_raw,runner_votes,runner_vote_share,victory_margin_votes,victory_margin_percent,candidate_count,candidate_count_including_nota,nota_votes,nota_vote_share,tmc_vote_share,bjp_vote_share,left_inc_vote_share,others_vote_share,eci_source_url,turnout_available_from_source
2016,76,Jalangi,228358.0,191526.0,191526.0,83.8709,ABDUR RAZZAK,CPM,CPM,96250.0,50.2543,ALOK DAS,AITC,AITC,70983.0,37.0618,25267.0,13.1925,12,13,2445.0,1.2766,37.0618,7.3358,0.2538,55.3486,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,77,Karimpur,227166.0,201106.0,201106.0,88.5282,MAHUA MOITRA,AITC,AITC,90989.0,45.2443,SAMARENDRANATH GHOSH,CPM,CPM,75000.0,37.2938,15989.0,7.9505,8,9,1449.0,0.7205,45.2443,11.5869,0.549,42.6198,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,78,Tehatta,230569.0,199060.0,199060.0,86.3342,DUTTA GOURI SANKAR,AITC,AITC,97611.0,49.036,RANJIT KUMAR MANDAL,CPM,CPM,80215.0,40.2969,17396.0,8.7391,5,6,1444.0,0.7254,49.036,8.4442,0.534,41.9858,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,79,Palashipara,218181.0,182560.0,182560.0,83.6736,TAPAS KUMAR SAHA,AITC,AITC,82127.0,44.9863,S.M.SADI,CPM,CPM,76568.0,41.9413,5559.0,3.045,7,8,1990.0,1.0901,44.9863,7.684,1.4083,45.9214,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,80,Kaliganj,217026.0,186486.0,186486.0,85.928,HASANUZZAMAN SK,INC,INC,85125.0,45.6469,AHAMED NASIRUDDIN (LAL),AITC,AITC,83898.0,44.9889,1227.0,0.658,8,9,2349.0,1.2596,44.9889,5.5623,46.7542,2.6946,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,81,Nakashipara,221339.0,189085.0,189085.0,85.4278,KALLOL KHAN,AITC,AITC,88032.0,46.5568,TANMAY GANGULI,CPM,CPM,81782.0,43.2514,6250.0,3.3054,6,7,1571.0,0.8308,46.5568,6.7292,0.935,45.779,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,82,Chapra,219864.0,187395.0,187395.0,85.2322,RUKBANUR RAHMAN,AITC,AITC,89556.0,47.79,SHAMSUL ISLAM MOLLAH,CPM,CPM,76093.0,40.6057,13463.0,7.1843,5,6,1894.0,1.0107,47.79,7.9442,0.4717,43.7941,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,83,Krishnanagar Uttar,219383.0,187738.0,187738.0,85.5755,ABANI MOHAN JOARDAR,AITC,AITC,82864.0,44.1381,ASIM KUMAR SAHA,INC,INC,69949.0,37.2588,12915.0,6.8793,7,8,3175.0,1.6912,44.1381,14.2731,38.2181,3.3707,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,84,Nabadwip,225935.0,194772.0,194772.0,86.2071,PUNDARIKAKSHYA SAHA,AITC,AITC,102228.0,52.486,SUMIT BISWAS,CPM,CPM,66432.0,34.1076,35796.0,18.3784,6,7,2139.0,1.0982,52.486,9.0039,0.8379,37.6722,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,85,Krishnanagar Dakshin,201791.0,177064.0,177064.0,87.7462,UJJAL BISWAS,AITC,AITC,80711.0,45.583,MEGHLAL SHEIKH,CPM,CPM,67897.0,38.346,12814.0,7.237,5,6,2538.0,1.4334,45.583,12.9049,0.6924,40.8197,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,86,Santipur,225358.0,200080.0,200080.0,88.7832,ARINDAM BHATTACHARYA,INC,INC,103566.0,51.7623,AJOY DEY,AITC,AITC,84078.0,42.0222,19488.0,9.7401,6,7,1901.0,0.9501,42.0222,3.746,51.7623,2.4695,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,87,Ranaghat Uttar paschim,243481.0,210586.0,210586.0,86.4897,SANKAR SINGHA,INC,INC,109607.0,52.0486,PARTHASARATHI CHATTERJEE (BABU),AITC,AITC,86187.0,40.9272,23420.0,11.1214,5,6,1829.0,0.8685,40.9272,4.8555,52.646,1.5713,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,88,Krishnaganj,251773.0,213392.0,213392.0,84.7557,SATYAJIT BISWAS,AITC,AITC,114626.0,53.7162,MRINAL BISWAS(MINI),CPM,CPM,70698.0,33.1306,43928.0,20.5856,7,8,1795.0,0.8412,53.7162,8.3138,2.3853,35.5847,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,89,Ranaghat Uttar Purba,238807.0,193678.0,193678.0,81.1023,SAMIR KUMAR PODDAR,AITC,AITC,93215.0,48.1289,BABUSONA SARKAR,CPM,CPM,78243.0,40.3985,14972.0,7.7304,6,7,1645.0,0.8493,48.1289,7.9859,0.7724,43.1128,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,90,Ranaghat Dakshin,257811.0,219215.0,219215.0,85.0293,RAMA BISWAS,CPM,CPM,104159.0,47.5145,ABIR RANJAN BISWAS,AITC,AITC,86906.0,39.6442,17253.0,7.8703,8,9,3640.0,1.6605,39.6442,8.2631,0.0,52.0927,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,91,Chakdaha,223765.0,189886.0,189886.0,84.8596,KAR RATNA GHOSH,AITC,AITC,94241.0,49.6303,BISWANATH GUPTA,CPM,CPM,70588.0,37.1739,23653.0,12.4564,6,7,2739.0,1.4424,49.6303,8.5809,0.0,41.7888,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,92,Kalyani,232145.0,189788.0,189788.0,81.7541,DR. RAMENDRA NATH BISWAS,AITC,AITC,95795.0,50.4747,ALAKESH DAS,CPM,CPM,69700.0,36.7252,26095.0,13.7495,6,7,2851.0,1.5022,50.4747,8.2777,0.0,41.2476,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,93,Haringhata,219310.0,191359.0,191359.0,87.255,NILIMA NAG (MALLICK),AITC,AITC,94530.0,49.3993,AJOY DAS,CPM,CPM,73181.0,38.2428,21349.0,11.1565,7,8,1953.0,1.0206,49.3993,8.2531,0.4358,41.9118,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,94,Bagdah,258139.0,205546.0,205546.0,79.6261,DULAL CHANDRA BAR,INC,INC,102026.0,49.6366,UPENDRA NATH BISWAS,AITC,AITC,89790.0,43.6837,12236.0,5.9529,7,8,1325.0,0.6446,43.6837,4.3766,49.6366,2.3031,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,95,Bongaon Uttar,229679.0,189396.0,189396.0,82.4612,BISWAJIT DAS,AITC,AITC,95822.0,50.5935,SUSHANTA BOWALI,AIFB,AIFB,62630.0,33.0683,33192.0,17.5252,7,8,2182.0,1.1521,50.5935,11.2262,33.5081,4.6722,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,96,Bongaon Dakshin,225008.0,187775.0,187775.0,83.4526,SURAJIT KUMAR BISWAS,AITC,AITC,92379.0,49.1966,RAMENDRANATH AUDHYA,CPM,CPM,65475.0,34.8689,26904.0,14.3277,6,7,1512.0,0.8052,49.1966,12.9858,0.4926,37.325,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,97,Gaighata,224311.0,192949.0,192949.0,86.0185,PULIN BIHARI RAY,AITC,AITC,93812.0,48.6201,KAPIL KRISHNA THAKUR,CPI,CPI,64240.0,33.2938,29572.0,15.3263,7,8,1587.0,0.8225,48.6201,14.9242,33.7691,2.6866,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,98,Swarupnagar (SC),225291.0,193161.0,193161.0,85.7384,BINA MANDAL,AITC,AITC,93807.0,48.5642,DHIMAN SARKAR,CPM,CPM,81866.0,42.3823,11941.0,6.1819,5,6,1916.0,0.9919,48.5642,6.6608,0.8376,43.9374,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,99,Baduria,223537.0,196150.0,196150.0,87.7483,ABDUR RAHIM QUAZI,INC,INC,98408.0,50.1698,AMIR ALI,AITC,AITC,76163.0,38.829,22245.0,11.3408,5,6,1654.0,0.8432,38.829,8.9875,50.7459,1.4376,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,100,Habra,219299.0,187056.0,187056.0,85.2972,JYOTI PRIYA MALLICK,AITC,AITC,101590.0,54.3099,ASHIS KANTHA MUKHERJEE,CPM,CPM,55643.0,29.7467,45947.0,24.5632,7,8,2055.0,1.0986,54.3099,12.2781,1.0868,32.3252,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,101,Ashoknagar,227073.0,196181.0,196181.0,86.3956,DHIMAN ROY,AITC,AITC,98042.0,49.9753,SATYASEBI KAR,CPM,CPM,75143.0,38.3029,22899.0,11.6724,7,8,1798.0,0.9165,49.9753,8.3744,0.6433,41.007,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,102,Amdanga,216064.0,192395.0,192395.0,89.0454,RAFIQUR RAHAMAN,AITC,AITC,96193.0,49.9977,ABDUS SATTAR,CPM,CPM,73228.0,38.0613,22965.0,11.9364,7,8,1808.0,0.9397,49.9977,8.1556,0.6123,41.2344,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,103,Bijpur,179608.0,124776.0,124776.0,69.4713,SUBHRANSHU ROY,AITC,AITC,76842.0,61.584,DR. RABINDRA NATH MUKHERJEE,CPM,CPM,28888.0,23.1519,47954.0,38.4321,7,8,1484.0,1.1893,61.584,11.0045,1.3737,26.0378,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,104,Naihati,180923.0,146401.0,146401.0,80.919,PARTHA BHOWMICK,AITC,AITC,74057.0,50.585,GARGI CHATTERJEE,CPM,CPM,45429.0,31.0305,28628.0,19.5545,8,9,2463.0,1.6824,50.585,13.642,0.8135,34.9595,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,105,Bhatpara,144737.0,108577.0,108577.0,75.0168,ARJUN SINGH,AITC,AITC,59253.0,54.5723,JITENDRA SHAW (JITU),IND,IND,30318.0,27.923,28935.0,26.6493,7,8,2015.0,1.8558,54.5723,13.2008,0.6337,31.5932,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,106,Jagatdal,208153.0,165461.0,165461.0,79.4901,PARASH DUTTA,AITC,AITC,76712.0,46.3626,HARIPADA BISWAS,AIFB,AIFB,49667.0,30.0173,27045.0,16.3453,7,8,2608.0,1.5762,46.3626,18.4787,30.887,4.2717,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,107,Noapara,242190.0,189193.0,189193.0,78.1176,MADHUSUDAN GHOSE,INC,INC,79548.0,42.046,MANJU BASU,AITC,AITC,78453.0,41.4672,1095.0,0.5788,5,6,3236.0,1.7104,41.4672,12.4629,42.046,4.0239,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,108,Barrackpur,201231.0,144444.0,144444.0,71.7802,SILBHADRA DATTA,AITC,AITC,58109.0,40.2294,DEBASISH BHOWMICK,CPM,CPM,50790.0,35.1624,7319.0,5.067,6,7,2733.0,1.8921,40.2294,20.2341,0.0,39.5365,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,109,Khardaha,204874.0,168556.0,168556.0,82.273,AMIT MITRA,AITC,AITC,83688.0,49.65,ASIM KUMAR DASGUPTA,CPM,CPM,62488.0,37.0725,21200.0,12.5775,5,6,3169.0,1.8801,49.65,9.6828,0.0,40.6672,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,110,Dum Dum Uttar,240100.0,198254.0,198254.0,82.5714,TANMOY BHATTACHARYA,CPM,CPM,91959.0,46.3844,CHANDRIMA BHATTACHARYA,AITC,AITC,85410.0,43.0811,6549.0,3.3033,4,5,3518.0,1.7745,43.0811,7.7779,0.0,49.141,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,111,Panihati,209894.0,164551.0,164551.0,78.3972,NIRMAL GHOSH,AITC,AITC,73545.0,44.6944,SANMOY BANDYOPADHYAY,INC,INC,70515.0,42.853,3030.0,1.8414,5,6,2854.0,1.7344,44.6944,9.058,42.853,3.3946,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,112,Kamarhati,184281.0,137943.0,137943.0,74.8547,MANASH MUKHERJEE,CPM,CPM,62194.0,45.0867,MADAN MITRA,AITC,AITC,57996.0,42.0435,4198.0,3.0432,11,12,2623.0,1.9015,42.0435,7.8271,0.2892,49.8402,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,113,Baranagar,203781.0,156868.0,156868.0,76.9787,TAPAS ROY,AITC,AITC,76531.0,48.7869,SUKUMAR GHOSH,RSP,RSP,60431.0,38.5235,16100.0,10.2634,5,6,4129.0,2.6321,48.7869,9.0343,38.5235,3.6553,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,114,Dum dum,220783.0,174562.0,174562.0,79.065,BRATYA BASU,AITC,AITC,81579.0,46.7335,PALASH DAS,CPM,CPM,72263.0,41.3968,9316.0,5.3367,5,6,3506.0,2.0085,46.7335,8.3351,0.0,44.9314,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,115,Rajarhat new town,235946.0,198890.0,198890.0,84.2947,SABYA SACHI DUTTA,AITC,AITC,90671.0,45.5885,NARENDRA NATH CHATTERJEE (BALAI),CPM,CPM,81478.0,40.9664,9193.0,4.6221,6,7,2332.0,1.1725,45.5885,8.9884,0.0,45.4231,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,116,Bidhannagar,226897.0,154303.0,154303.0,68.0057,SUJIT BOSE,AITC,AITC,66130.0,42.8572,ARUNAVA GHOSH,INC,INC,59142.0,38.3285,6988.0,4.5287,9,10,3255.0,2.1095,42.8572,14.0859,38.6739,4.383,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,117,Rajarhat gopalpur,229140.0,164314.0,164314.0,71.709,PURNENDU BASU,AITC,AITC,72793.0,44.3012,NEPALDEB BHATTACHARJEE,CPM,CPM,65919.0,40.1177,6874.0,4.1835,5,6,3780.0,2.3005,44.3012,11.9789,0.0,43.7199,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,118,Madhyamgram,239765.0,207704.0,207704.0,86.6282,RATHIN GHOSH,AITC,AITC,110271.0,53.0905,TAPAS MAJUMDER,INC,INC,74467.0,35.8525,35804.0,17.238,4,5,2932.0,1.4116,53.0905,8.256,35.8525,2.801,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,119,Barasat,248132.0,205770.0,205770.0,82.9276,CHIRANJEET CHAKRABARTI,AITC,AITC,99667.0,48.4361,CHATTOPADHYAY SANJIB,AIFB,AIFB,74668.0,36.2871,24999.0,12.149,6,7,3731.0,1.8132,48.4361,10.9525,36.8849,3.7265,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,120,Deganga,215780.0,191509.0,191509.0,88.752,RAHIMA MONDAL,AITC,AITC,97412.0,50.8655,MD. HASANOOR JAMAN CHOWDHURY,AIFB,AIFB,71422.0,37.2943,25990.0,13.5712,7,8,1589.0,0.8297,50.8655,6.3047,38.2102,4.6196,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,121,Haroa,231183.0,200622.0,200622.0,86.7806,ISLAM SK. NURUL (HAJI),AITC,AITC,113001.0,56.3253,IMTIAZ HOSSAIN,CPM,CPM,70594.0,35.1876,42407.0,21.1377,4,5,2741.0,1.3663,56.3253,5.5218,0.0,38.1529,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,122,Minakhan (SC),209028.0,185101.0,185101.0,88.5532,USHA RANI MONDAL,AITC,AITC,103210.0,55.7587,DINABANDHU MONDAL,CPM,CPM,60612.0,32.7454,42598.0,23.0133,4,5,3718.0,2.0086,55.7587,7.329,0.0,36.9123,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,123,Sandeshkhali (ST),215194.0,187519.0,187519.0,87.1395,SUKUMAR MAHATA,AITC,AITC,96556.0,51.4913,NIRAPADA SARDAR,CPM,CPM,58366.0,31.1254,38190.0,20.3659,7,8,2952.0,1.5742,51.4913,12.7139,0.6495,35.1453,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,124,Basirhat Dakshin,249807.0,216639.0,216639.0,86.7225,DIPENDU BISWAS (MITHU),AITC,AITC,88085.0,40.6598,SAMIK BHATTACHARYA,BJP,BJP,64027.0,29.5547,24058.0,11.1051,8,9,1949.0,0.8997,40.6598,29.5547,27.5011,2.2844,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,125,Basirhat Uttar,238670.0,213885.0,213885.0,89.6154,RAFIKUL ISLAM MONDAL,CPM,CPM,97828.0,45.7386,A.T.M. ABDULLAH (RONY),AITC,AITC,97336.0,45.5086,492.0,0.23,4,5,2643.0,1.2357,45.5086,6.1117,0.0,48.3797,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,126,Hingalganj (SC),212172.0,178771.0,178771.0,84.2576,DEBES MANDAL,AITC,AITC,94753.0,53.0024,ANANDAMAY MANDAL,CPI,CPI,64449.0,36.0511,30304.0,16.9513,5,6,1854.0,1.0371,53.0024,8.0142,36.0511,2.9323,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,127,Gosaba,211897.0,179578.0,179578.0,84.7478,JAYANTA NASKAR,AITC,AITC,90716.0,50.5162,UTTAM KUMAR SAHA,RSP,RSP,71045.0,39.5622,19671.0,10.954,7,8,3109.0,1.7313,50.5162,6.4061,40.1469,2.9308,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,128,Basanti,225157.0,181507.0,181507.0,80.6135,GOBINDA CHANDRA NASKAR,AITC,AITC,90522.0,49.8725,SUBHAS NASKAR,RSP,RSP,73915.0,40.7229,16607.0,9.1496,5,6,4487.0,2.4721,49.8725,5.7149,40.7229,3.6897,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,129,Kultali,230180.0,197859.0,197859.0,85.9584,RAM SANKAR HALDER,CPM,CPM,73932.0,37.366,GOPAL MAJHI,AITC,AITC,62212.0,31.4426,11720.0,5.9234,7,8,1552.0,0.7844,31.4426,5.2441,24.289,39.0243,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,130,Patharpratima,236841.0,211611.0,211611.0,89.3473,SAMIR KUMAR JANA,AITC,AITC,107595.0,50.8457,PHANIBHUSHAN GIRI,INC,INC,93802.0,44.3276,13793.0,6.5181,4,5,1377.0,0.6507,50.8457,3.2805,45.2231,0.6507,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,131,Kakdwip,217094.0,195053.0,195053.0,89.8473,MANTURAM PAKHIRA,AITC,AITC,104750.0,53.7034,RAFIK UDDIN MOLLA,INC,INC,79831.0,40.9279,24919.0,12.7755,6,7,1130.0,0.5793,53.7034,3.3837,41.5841,1.3288,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,132,Sagar,243055.0,217806.0,217806.0,89.6118,BANKIM CHANDRA HAZRA,AITC,AITC,112812.0,51.7947,ASIM KUMAR MANDAL,CPM,CPM,94741.0,43.4979,18071.0,8.2968,6,7,1472.0,0.6758,51.7947,3.2951,0.2245,44.6857,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,133,Kulpi,194927.0,169266.0,169266.0,86.8356,JOGARANJAN HALDER,AITC,AITC,84036.0,49.6473,REJAUL HAQUE KHAN,CPM,CPM,72581.0,42.8798,11455.0,6.7675,6,7,1311.0,0.7745,49.6473,4.9827,0.6363,44.7337,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,134,Raidighi,243711.0,217640.0,217640.0,89.3025,DEBASREE ROY,AITC,AITC,101161.0,46.4809,KANTI GANGULY,CPM,CPM,99932.0,45.9162,1229.0,0.5647,9,10,1710.0,0.7857,46.4809,3.5393,2.08,47.8998,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,135,Mandirbazar,206590.0,178941.0,178941.0,86.6165,HALDER JOYDEB,AITC,AITC,94339.0,52.7207,DR. SARAT CHANDRA HALDAR,CPM,CPM,69400.0,38.7837,24939.0,13.937,8,9,1460.0,0.8159,52.7207,4.8357,1.0327,41.4109,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,136,Jaynagar,211270.0,178269.0,178269.0,84.3797,BISWANATH DAS,AITC,AITC,64582.0,36.2273,SUJIT PATWARI,INC,INC,49531.0,27.7844,15051.0,8.4429,10,11,1548.0,0.8684,36.2273,10.128,49.8841,3.7606,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,137,Baruipur Purba,222583.0,191966.0,191966.0,86.2447,NIRMAL CHANDRA MONDAL,AITC,AITC,92313.0,48.0882,SUJOY MISTRY,CPM,CPM,71951.0,37.4811,20362.0,10.6071,7,8,2026.0,1.0554,48.0882,6.6356,4.8081,40.4681,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,138,Canning paschim,222418.0,190517.0,190517.0,85.6572,SHYAMAL MONDAL,AITC,AITC,93498.0,49.0759,ARNAB ROY,INC,INC,74772.0,39.2469,18726.0,9.829,6,7,2461.0,1.2917,49.0759,6.6472,41.336,2.9409,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,139,Canning Purba,220662.0,193528.0,193528.0,87.7034,SAOKAT MOLLA,AITC,AITC,115264.0,59.5593,AJIJER RAHAMAN MOLLA,CPM,CPM,60230.0,31.1221,55034.0,28.4372,4,5,3193.0,1.6499,59.5593,6.3521,1.3166,32.772,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,140,Baruipur paschim,212898.0,182604.0,182604.0,85.7707,BIMAN BANERJEE,AITC,AITC,99945.0,54.7332,SAFIUDDIN KHAN,CPM,CPM,63413.0,34.7271,36532.0,20.0061,7,8,2217.0,1.2141,54.7332,7.5639,0.6221,37.0808,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,141,Magrahat Purba,212019.0,183744.0,183744.0,86.6639,NAMITA SAHA .,AITC,AITC,89486.0,48.7015,CHANDAN SAHA,CPM,CPM,79926.0,43.4986,9560.0,5.2029,6,7,1491.0,0.8115,48.7015,5.1485,0.6166,45.5334,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,142,Magrahat paschim,201242.0,172520.0,172520.0,85.7276,GIAS UDDIN MOLLA,AITC,AITC,87482.0,50.7083,KHALID EBADULLAH,INC,INC,71593.0,41.4984,15889.0,9.2099,10,11,1870.0,1.0839,50.7083,4.0158,41.4984,3.7775,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,143,Diamond harbour,226308.0,199346.0,199346.0,88.0861,DIPAK KUMAR HALDER,AITC,AITC,96833.0,48.5753,DR. ABUL HASNAT,CPM,CPM,81796.0,41.0322,15037.0,7.5431,10,11,2109.0,1.058,48.5753,7.331,0.1896,43.9041,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,144,Falta,212340.0,188183.0,188183.0,88.6234,TAMONASH GHOSH,AITC,AITC,94381.0,50.1538,BIDHAN PARUI,CPM,CPM,70801.0,37.6235,23580.0,12.5303,7,8,1813.0,0.9634,50.1538,8.3764,0.9555,40.5143,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,145,Satgachia,244474.0,208797.0,208797.0,85.4066,SONALI GUHA (BOSE),AITC,AITC,100171.0,47.9753,PARAMITA GHOSH,CPM,CPM,82899.0,39.7032,17272.0,8.2721,6,7,2902.0,1.3899,47.9753,9.0313,0.7036,42.2898,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,146,Bishnupur,248769.0,204593.0,204593.0,82.2422,DILIP MONDAL,AITC,AITC,107129.0,52.362,ALOKE SARDAR,CPM,CPM,76499.0,37.3908,30630.0,14.9712,6,7,2402.0,1.174,52.362,6.9719,0.0,40.6661,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,147,Sonarpur Dakshin,247193.0,203884.0,203884.0,82.4797,JIBAN MUKHOPADHYAY,AITC,AITC,97455.0,47.7992,TARIT CHAKRABORTY,CPI,CPI,82426.0,40.4279,15029.0,7.3713,8,9,3023.0,1.4827,47.7992,7.7176,40.9493,3.5339,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,148,Bhangore,234029.0,205927.0,205927.0,87.9921,ABDUR RAZZAK MOLLA,AITC,AITC,102087.0,49.5744,ABDUR RASID GAZI,CPM,CPM,83963.0,40.7732,18124.0,8.8012,6,7,2423.0,1.1766,49.5744,4.6439,0.0,45.7817,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,149,Kasba,267233.0,197086.0,197086.0,73.7506,AHMED JAVED KHAN-&#203;&QUOT;,AITC,AITC,91679.0,46.5173,SHATARUP GHOSH,CPM,CPM,79795.0,40.4874,11884.0,6.0299,10,11,3713.0,1.8839,46.5173,8.9047,0.0,44.578,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,150,Jadavpur,273803.0,204017.0,204017.0,74.5123,SUJAN CHAKRABORTY,CPM,CPM,98977.0,48.5141,MANISH GUPTA,AITC,AITC,84035.0,41.1902,14942.0,7.3239,9,10,4093.0,2.0062,41.1902,6.8239,0.3,51.6859,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,151,Sonarpur Uttar,247027.0,202625.0,202625.0,82.0254,FIRDOUSI BEGUM,AITC,AITC,101939.0,50.3092,JYOTIRMOYEE SIKDAR,CPM,CPM,77059.0,38.0304,24880.0,12.2788,8,9,2962.0,1.4618,50.3092,7.5104,0.7107,41.4697,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
2016,152,Tollygunge,257702.0,193893.0,193893.0,75.2392,AROOP BISWAS,AITC,AITC,90603.0,46.7284,MADHUJA SEN ROY,CPM,CPM,80707.0,41.6245,9896.0,5.1039,8,9,3719.0,1.9181,46.7284,7.6558,0.2945,45.3213,https://old.eci.gov.in/files/file/3469-west-bengal-general-legislative-election-2016/,True
