year,myneta_constituency_url,myneta_candidate_url,myneta_constituency_query_id,candidate_id,constituency,district,candidate_name,party,is_winner,criminal_cases,education,age,assets_raw,liabilities_raw,assets,liabilities
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=146,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=522,146,522,KULTALI (SC),SOUTH 24 PARGANAS,Ram Sankar Halder,CPI(M),0,0,12th Pass,66,"Rs 17,43,550 ~ 17 Lacs+",Rs 0 ~,1743550,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=449,160,449,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Gias Uddin Molla,AITC,1,0,8th Pass Class X Passed from Sirakole Yudhisthir Nanilal High School in 1971,64,,,15716054,6363282
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=417,160,417,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Ahammad Sardar,SUCI(C),0,0,12th Pass,68,"Rs 15,62,000 ~ 15 Lacs+","Rs 28,000 ~ 28 Thou+",1562000,28000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=483,160,483,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Dhurjati Saha (Manas),BJP,0,0,Graduate,60,"Rs 57,64,132 ~ 57 Lacs+",Rs 0 ~,5764132,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=482,160,482,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Habul Kumar Mandal,IND,0,0,Graduate,51,"Rs 11,40,000 ~ 11 Lacs+",Rs 0 ~,1140000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=545,160,545,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Haji Mursid Uddin Sekh,IND,0,3,10th Pass,34,"Rs 32,65,000 ~ 32 Lacs+",Rs 0 ~,3265000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=547,160,547,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Haran Biswas,Party for Democratic Socialism,0,0,10th Pass,69,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=639,160,639,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Maidul Islam Molla,Rashtriya Secular Majlis Party,0,7,Graduate,38,"Rs 4,25,013 ~ 4 Lacs+",Rs 0 ~,425013,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=546,160,546,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Palash Halder,IND,0,0,8th Pass,34,"Rs 1,75,637 ~ 1 Lacs+","Rs 93,000 ~ 93 Thou+",175637,93000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=160,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=638,160,638,MAGRAHAT PASCHIM,SOUTH 24 PARGANAS,Samsul Huda Laskar,IND,0,0,Post Graduate,49,"Rs 43,02,50,365 ~ 43 Crore+","Rs 1,50,00,000 ~ 1 Crore+",430250365,15000000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=416,159,416,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Namita Saha,AITC,1,0,Graduate Professional B.Ed & B.A. from Calcutta University in 1977,68,"Rs 42,86,392 ~ 42 Lacs+",Rs 0 ~,4286392,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=635,159,635,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Biswajit Biswas,IND,0,0,12th Pass,26,"Rs 10,900 ~ 10 Thou+",Rs 0 ~,10900,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=465,159,465,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Chandan Kumar Naskar,BJP,0,0,Post Graduate,41,"Rs 17,40,258 ~ 17 Lacs+",Rs 0 ~,1740258,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=464,159,464,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Chandan Saha,CPI(M),0,1,Post Graduate,42,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=405,159,405,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Sanjay Mandal,SUCI(C),0,0,10th Pass,43,"Rs 57,010 ~ 57 Thou+",Rs 0 ~,57010,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=637,159,637,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Somnath Sarkar,IND,0,0,10th Pass,62,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=159,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=636,159,636,MAGRAHAT PURBA (SC),SOUTH 24 PARGANAS,Sudipta Sanfui,RPI(A),0,0,Graduate,46,"Rs 28,11,000 ~ 28 Lacs+",Rs 0 ~,2811000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=174,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=903,174,903,MAHESHTALA,SOUTH 24 PARGANAS,Dulal Chandra Das,AITC,1,0,8th Pass Class IX Passed (Non Matriculation) from Akra Shaktinagar Rabindra Vidhyapith,76,"Rs 13,73,22,155 ~ 13 Crore+","Rs 2,11,59,750 ~ 2 Crore+",137322155,21159750
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=174,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=899,174,899,MAHESHTALA,SOUTH 24 PARGANAS,Dhruba Kumar Bose,IND,0,0,Graduate,50,"Rs 20,70,088 ~ 20 Lacs+","Rs 54,000 ~ 54 Thou+",2070088,54000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=174,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=902,174,902,MAHESHTALA,SOUTH 24 PARGANAS,Pravat Chowdhury,CPI(M),0,2,Graduate,45,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=174,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=664,174,664,MAHESHTALA,SOUTH 24 PARGANAS,Rina Debi,BSP,0,0,10th Pass,45,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~,195000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=174,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=901,174,901,MAHESHTALA,SOUTH 24 PARGANAS,Subhendu Barik,IND,0,0,Graduate,39,"Rs 10,205 ~ 10 Thou+",Rs 0 ~,10205,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=174,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=900,174,900,MAHESHTALA,SOUTH 24 PARGANAS,Umesh Das,BJP,0,3,10th Pass,56,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=456,152,456,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Joydeb Halder,AITC,1,2,10th Pass Madhyamik from The West Bengal Council of Rabindra Open Schooling in 2010,45,"Rs 35,85,560 ~ 35 Lacs+",Rs 0 ~,3585560,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=526,152,526,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Dilip Kumar Jatua,BJP,0,9,12th Pass,51,"Rs 68,10,000 ~ 68 Lacs+","Rs 60,000 ~ 60 Thou+",6810000,60000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=621,152,621,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Mongal Naskar,RPI(A),0,0,12th Pass,30,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=527,152,527,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Pabitra Halder,IND,0,0,Post Graduate,44,"Rs 8,28,300 ~ 8 Lacs+",Rs 0 ~,828300,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=528,152,528,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Partha Halder,Bahujan Mukti Party,0,0,Graduate,34,"Rs 20,500 ~ 20 Thou+",Rs 0 ~,20500,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=455,152,455,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Sanchay Kumar Sarkar,Rashtriya Secular Majlis Party,0,0,Post Graduate,55,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=619,152,619,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Sanjay Halder,IND,0,0,12th Pass,45,"Rs 10,70,740 ~ 10 Lacs+",Rs 0 ~,1070740,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=402,152,402,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Sisir Kumar Mondal,SUCI(C),0,0,10th Pass,58,"Rs 40,56,438 ~ 40 Lacs+",Rs 0 ~,4056438,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=152,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=618,152,618,MANDIRBAZAR (SC),SOUTH 24 PARGANAS,Subesh Kumar Halder,IND,0,0,Graduate,40,"Rs 38,50,344 ~ 38 Lacs+",Rs 0 ~,3850344,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=509,176,509,METIABURUZ,SOUTH 24 PARGANAS,Abdul Khaleque Molla,AITC,1,2,10th Pass 11th Passed From Metiaburuj High School in 1961,76,"Rs 83,45,642 ~ 83 Lacs+","Rs 2,29,810 ~ 2 Lacs+",8345642,229810
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=885,176,885,METIABURUZ,SOUTH 24 PARGANAS,Anwar Raza,IND,0,0,8th Pass,68,"Rs 4,40,100 ~ 4 Lacs+",Rs 0 ~,440100,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=888,176,888,METIABURUZ,SOUTH 24 PARGANAS,Firoza Khatun,Justice and Development Party,0,0,8th Pass,40,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=884,176,884,METIABURUZ,SOUTH 24 PARGANAS,Krishnendu Sengupta,IND,0,0,8th Pass,39,"Rs 16,500 ~ 16 Thou+",Rs 0 ~,16500,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=887,176,887,METIABURUZ,SOUTH 24 PARGANAS,Md. Imtiyaz Alam,IND,0,0,5th Pass,40,"Rs 1,45,000 ~ 1 Lacs+",Rs 0 ~,145000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=889,176,889,METIABURUZ,SOUTH 24 PARGANAS,Nuruzaman Molla,Rashtriya Secular Majlis Party,0,0,Literate,38,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=886,176,886,METIABURUZ,SOUTH 24 PARGANAS,Pranati Paul,Amra Bangalee,0,0,10th Pass,56,"Rs 16,10,833 ~ 16 Lacs+",Rs 0 ~,1610833,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=890,176,890,METIABURUZ,SOUTH 24 PARGANAS,Ramjit Prasad,BJP,0,0,Post Graduate,49,"Rs 1,13,63,205 ~ 1 Crore+","Rs 1,89,921 ~ 1 Lacs+",11363205,189921
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=176,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=891,176,891,METIABURUZ,SOUTH 24 PARGANAS,Samsad Alam,BSP,0,0,12th Pass,45,"Rs 73,62,578 ~ 73 Lacs+","Rs 5,00,000 ~ 5 Lacs+",7362578,500000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=147,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=255,147,255,PATHARPRATIMA,SOUTH 24 PARGANAS,Samir Kumar Jana,AITC,1,2,"Post Graduate M.A In 1986 from Examination Under CU, B.A In 1983 from Examination Under CU",71,,,9524413,550000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=147,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=371,147,371,PATHARPRATIMA,SOUTH 24 PARGANAS,Asit Kumar Haldar,BJP,0,2,Graduate Professional,42,"Rs 14,97,406 ~ 14 Lacs+","Rs 4,89,000 ~ 4 Lacs+",1497406,489000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=147,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=58,147,58,PATHARPRATIMA,SOUTH 24 PARGANAS,Narayan Haldar,SUCI(C),0,0,12th Pass,54,"Rs 50,17,602 ~ 50 Lacs+",Rs 0 ~,5017602,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=147,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=256,147,256,PATHARPRATIMA,SOUTH 24 PARGANAS,Shukdeb Bera,INC,0,0,Post Graduate,66,"Rs 77,23,702 ~ 77 Lacs+",Rs 0 ~,7723702,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=147,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=342,147,342,PATHARPRATIMA,SOUTH 24 PARGANAS,Sridhar Chandra Bagari,Lok Samya Party,0,0,Post Graduate,65,"Rs 3,00,53,678 ~ 3 Crore+",Rs 0 ~,30053678,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=454,151,454,RAIDIGHI,SOUTH 24 PARGANAS,Aloke Jaldata,AITC,1,1,Graduate Professional M.B.B.S. (Cal) From West Bengal Medical Council in 1999,54,"Rs 3,35,22,682 ~ 3 Crore+","Rs 74,83,333 ~ 74 Lacs+",33522682,7483333
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=525,151,525,RAIDIGHI,SOUTH 24 PARGANAS,Bablu Haldar,IND,0,0,Graduate,37,"Rs 21,07,551 ~ 21 Lacs+","Rs 6,91,995 ~ 6 Lacs+",2107551,691995
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=415,151,415,RAIDIGHI,SOUTH 24 PARGANAS,Gunasindhu Haldar,SUCI(C),0,5,8th Pass,71,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=448,151,448,RAIDIGHI,SOUTH 24 PARGANAS,Kanti Ganguly,CPI(M),0,1,Graduate,77,"Rs 30,80,689 ~ 30 Lacs+","Rs 3,75,800 ~ 3 Lacs+",3080689,375800
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=523,151,523,RAIDIGHI,SOUTH 24 PARGANAS,Mintu Mistri,BSP,0,0,Graduate,43,"Rs 85,41,415 ~ 85 Lacs+",Rs 0 ~,8541415,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=524,151,524,RAIDIGHI,SOUTH 24 PARGANAS,Santanu Bapuli,BJP,0,0,Graduate,54,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=151,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=617,151,617,RAIDIGHI,SOUTH 24 PARGANAS,Souvik Bapuli,IND,0,0,12th Pass,26,"Rs 1,05,438 ~ 1 Lacs+",Rs 0 ~,105438,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=149,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=258,149,258,SAGAR,SOUTH 24 PARGANAS,Bankim Chandra Hazra,AITC,1,0,"Post Graduate M.Sc. Examination under Calcutta University 1976, B.Ed. Examination under Biswabharati-1979",71,"Rs 90,90,193 ~ 90 Lacs+",Rs 0 ~,9090193,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=149,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=343,149,343,SAGAR,SOUTH 24 PARGANAS,Kamila Bikash,BJP,0,2,Post Graduate,51,"Rs 3,31,589 ~ 3 Lacs+",Rs 0 ~,331589,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=149,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=259,149,259,SAGAR,SOUTH 24 PARGANAS,Sk Muklesur Rahaman,CPI(M),0,0,Doctorate,44,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=149,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=60,149,60,SAGAR,SOUTH 24 PARGANAS,Swaraj Das,SUCI(C),0,0,Post Graduate,57,"Rs 68,52,057 ~ 68 Lacs+",Rs 0 ~,6852057,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=163,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=430,163,430,SATGACHHIA,SOUTH 24 PARGANAS,Mohan Chandra Naskar,AITC,1,0,"Graduate Bachelor of Arts from Vivekananda College, Thakurpukur, Kolkata - 700063, Under Calcutta University in 1987",60,"Rs 25,23,517 ~ 25 Lacs+",Rs 0 ~,2523517,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=163,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=555,163,555,SATGACHHIA,SOUTH 24 PARGANAS,Chandan Pal,BJP,0,0,12th Pass,65,"Rs 3,10,10,125 ~ 3 Crore+","Rs 3,40,148 ~ 3 Lacs+",31010125,340148
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=163,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=554,163,554,SATGACHHIA,SOUTH 24 PARGANAS,Debajyoti Basu,IND,0,0,Graduate,53,"Rs 16,44,930 ~ 16 Lacs+",Rs 0 ~,1644930,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=163,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=469,163,469,SATGACHHIA,SOUTH 24 PARGANAS,Goutam Pal,CPI(M),0,0,Post Graduate,57,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=163,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=470,163,470,SATGACHHIA,SOUTH 24 PARGANAS,Sanjay Kumar Sah,BSP,0,0,8th Pass,38,"Rs 15,53,947 ~ 15 Lacs+",Rs 0 ~,1553947,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=163,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=443,163,443,SATGACHHIA,SOUTH 24 PARGANAS,Sk Rabiyal,SUCI(C),0,0,10th Pass,61,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=609,165,609,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Arundhuti Maitra (Lovely),AITC,1,0,Graduate B.A. from Netaji Subhash Open University in 2020,30,,,9014300,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=920,165,920,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Anjana Basu,BJP,0,0,Graduate,49,"Rs 1,65,08,981 ~ 1 Crore+",Rs 0 ~,16508981,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=914,165,914,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Arun Sarkar,IND,0,0,10th Pass,55,"Rs 2,91,500 ~ 2 Lacs+",Rs 0 ~,291500,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=917,165,917,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Bimal Krishna Mandal,BSP,0,0,Post Graduate,61,"Rs 40,78,634 ~ 40 Lacs+",Rs 0 ~,4078634,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=921,165,921,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Debashis Rakshit,Bahujan Mukti Party,0,0,Graduate,63,"Rs 18,28,000 ~ 18 Lacs+",Rs 0 ~,1828000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=503,165,503,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Dibakar Halder,SUCI(C),0,0,12th Pass,63,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=608,165,608,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Dilip Kumar Roy,IND,0,0,10th Pass,53,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,5000,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=915,165,915,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Provash Mondal,IND,0,0,8th Pass,55,"Rs 15,17,500 ~ 15 Lacs+",Rs 0 ~,1517500,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=913,165,913,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Sanjay Roy,Amra Bangalee,0,0,10th Pass,36,"Rs 1,27,553 ~ 1 Lacs+",Rs 0 ~,127553,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=912,165,912,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Shampa Das,IND,0,0,8th Pass,25,"Rs 1,34,015 ~ 1 Lacs+",Rs 0 ~,134015,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=919,165,919,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Shuvam Banerjee,CPI,0,0,Post Graduate,31,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=911,165,911,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Trayee Pradhan,Right to Recall Party,0,0,Others,30,"Rs 1,76,669 ~ 1 Lacs+",Rs 0 ~,176669,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=165,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=916,165,916,SONARPUR DAKSHIN,SOUTH 24 PARGANAS,Uttam Samul,IND,0,0,Graduate,43,"Rs 9,91,280 ~ 9 Lacs+",Rs 0 ~,991280,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=662,169,662,SONARPUR UTTAR,SOUTH 24 PARGANAS,Firdousi Begum,AITC,1,0,12th Pass B.A Part -1 (Pass) from Dinabandhu Andrews College Under Calcutta University,42,"Rs 6,66,67,778 ~ 6 Crore+","Rs 2,96,050 ~ 2 Lacs+",66667778,296050
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=925,169,925,SONARPUR UTTAR,SOUTH 24 PARGANAS,Ajit Baul,BSP,0,0,8th Pass,36,"Rs 11,72,321 ~ 11 Lacs+","Rs 1,08,000 ~ 1 Lacs+",1172321,108000
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=926,169,926,SONARPUR UTTAR,SOUTH 24 PARGANAS,Binanda Sing,IND,0,0,Post Graduate,47,Nil,Rs 0 ~,0,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=927,169,927,SONARPUR UTTAR,SOUTH 24 PARGANAS,Dulal Das,IND,0,0,8th Pass,60,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=928,169,928,SONARPUR UTTAR,SOUTH 24 PARGANAS,Monalisa Sinha,CPI(M),0,0,Post Graduate,39,"Rs 32,28,308 ~ 32 Lacs+",Rs 0 ~,3228308,0
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=930,169,930,SONARPUR UTTAR,SOUTH 24 PARGANAS,Nepal Chandra Naskar,IND,0,0,12th Pass,64,,,,
2021,https://www.myneta.info/WestBengal2021/index.php?action=show_candidates&constituency_id=169,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=929,169,929,SONARPUR UTTAR,SOUTH 24 PARGANAS,Ranjan Baidya,BJP,0,0,Graduate Professional,38,"Rs 61,85,427 ~ 61 Lacs+","Rs 6,50,000 ~ 6 Lacs+",6185427,650000
