year,myneta_constituency_url,myneta_candidate_url,myneta_constituency_query_id,candidate_id,constituency,district,candidate_name,party,is_winner,criminal_cases,education,age,assets_raw,liabilities_raw,assets,liabilities
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=312,12,312,ALIPURDUARS,ALIPURDUAR,Sourav Chakraborty,AITC,1,1,"Doctorate Master in Arts From University of North bengal in the year 1996, Doctorate of Philosophy from Biswabharati in the year 2014",43,"Rs 1,14,25,498 ~ 1 Crore+",Rs 0 ~,11425498,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=311,12,311,ALIPURDUARS,ALIPURDUAR,Alokesh Das,SUCI(C),0,0,Graduate,41,"Rs 1,02,000 ~ 1 Lacs+",Rs 0 ~,102000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=441,12,441,ALIPURDUARS,ALIPURDUAR,Biswa Ranjan Sarkar,INC,0,2,Graduate,67,"Rs 81,25,907 ~ 81 Lacs+","Rs 12,56,223 ~ 12 Lacs+",8125907,1256223
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=682,12,682,ALIPURDUARS,ALIPURDUAR,Dalendra Nath Ray,Amra Bangalee,0,0,10th Pass,62,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=314,12,314,ALIPURDUARS,ALIPURDUAR,Gouri Roy,BSP,0,0,8th Pass,31,"Rs 2,77,000 ~ 2 Lacs+",Rs 0 ~,277000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=313,12,313,ALIPURDUARS,ALIPURDUAR,Kushal Chatterjee,BJP,0,0,Graduate,39,"Rs 9,40,000 ~ 9 Lacs+",Rs 0 ~,940000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=442,12,442,ALIPURDUARS,ALIPURDUAR,Nirmal Das,Revolutionary Socialist Party,0,3,Post Graduate,73,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=12,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=681,12,681,ALIPURDUARS,ALIPURDUAR,Santosh Kumar Balo,IND,0,0,Post Graduate,61,"Rs 2,39,51,513 ~ 2 Crore+",Rs 0 ~,23951513,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=444,13,444,FALAKATA (SC),ALIPURDUAR,Anil Adhikari,AITC,1,0,"10th Pass School Final Pass From Falakata High School,Year-1970",66,"Rs 1,10,50,891 ~ 1 Crore+","Rs 4,81,430 ~ 4 Lacs+",11050891,481430
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=443,13,443,FALAKATA (SC),ALIPURDUAR,Bishnupada Roy,IND,0,0,Graduate,36,"Rs 1,87,000 ~ 1 Lacs+","Rs 2,50,000 ~ 2 Lacs+",187000,250000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=445,13,445,FALAKATA (SC),ALIPURDUAR,Kshitish Chandra Ray,CPI(M),0,0,12th Pass,45,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=316,13,316,FALAKATA (SC),ALIPURDUAR,Narayan Chandra Mondal,BJP,0,0,Graduate,45,"Rs 17,42,114 ~ 17 Lacs+","Rs 3,67,580 ~ 3 Lacs+",1742114,367580
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=684,13,684,FALAKATA (SC),ALIPURDUAR,Naresh Chandra Barman,IND,0,0,Graduate Professional,66,"Rs 23,31,247 ~ 23 Lacs+",Rs 0 ~,2331247,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=683,13,683,FALAKATA (SC),ALIPURDUAR,Paritosh Ch. Roy,IND,0,0,10th Pass,45,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=13,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=315,13,315,FALAKATA (SC),ALIPURDUAR,Tarani Roy,SUCI(C),0,0,5th Pass,58,"Rs 4,56,685 ~ 4 Lacs+",Rs 0 ~,456685,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=440,11,440,KALCHINI (ST),ALIPURDUAR,Wilson Champramary,AITC,1,2,8th Pass MADHYAMIK APPEARED FROM HASIMARA HINDI HIGH SCHOOL IN 1995,39,,,5351808,93492
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=308,11,308,KALCHINI (ST),ALIPURDUAR,Atul Suba,IND,0,2,8th Pass,61,"Rs 12,30,413 ~ 12 Lacs+",Rs 0 ~,1230413,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=438,11,438,KALCHINI (ST),ALIPURDUAR,Avijit Narjinary,INC,0,0,12th Pass,43,"Rs 18,01,550 ~ 18 Lacs+","Rs 4,95,189 ~ 4 Lacs+",1801550,495189
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=310,11,310,KALCHINI (ST),ALIPURDUAR,Bishal Lama,BJP,0,2,Graduate,34,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=677,11,677,KALCHINI (ST),ALIPURDUAR,Biswajit Minj,IND,0,0,Post Graduate,37,"Rs 14,21,322 ~ 14 Lacs+","Rs 1,87,757 ~ 1 Lacs+",1421322,187757
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=676,11,676,KALCHINI (ST),ALIPURDUAR,Jay Bhadra Karjee,IND,0,0,10th Pass,57,"Rs 2,27,93,787 ~ 2 Crore+","Rs 23,478 ~ 23 Thou+",22793787,23478
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=439,11,439,KALCHINI (ST),ALIPURDUAR,John Philip Xalxo,Revolutionary Socialist Party,0,2,10th Pass,61,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=679,11,679,KALCHINI (ST),ALIPURDUAR,Pankaj Tirkey,JMM,0,0,Graduate,29,"Rs 1,93,804 ~ 1 Lacs+",Rs 0 ~,193804,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=675,11,675,KALCHINI (ST),ALIPURDUAR,Rakesh Kiran Indwar,IND,0,0,Graduate Professional,35,"Rs 88,000 ~ 88 Thou+",Rs 0 ~,88000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=309,11,309,KALCHINI (ST),ALIPURDUAR,Sukhan Munda,SUCI(C),0,0,5th Pass,36,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,11000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=11,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=678,11,678,KALCHINI (ST),ALIPURDUAR,Usha Tamang,IND,0,0,Literate,43,"Rs 28,000 ~ 28 Thou+",Rs 0 ~,28000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=10,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=436,10,436,KUMARGRAM (ST),ALIPURDUAR,James Kujur,AITC,1,0,Graduate B.Sc From University of North Bengal In 1979,59,"Rs 8,12,45,571 ~ 8 Crore+",Rs 0 ~,81245571,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=10,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=673,10,673,KUMARGRAM (ST),ALIPURDUAR,Eliash Narjinary,BSP,0,0,12th Pass,64,"Rs 15,61,007 ~ 15 Lacs+",Rs 0 ~,1561007,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=10,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=435,10,435,KUMARGRAM (ST),ALIPURDUAR,Leos Kujur,BJP,0,0,Graduate,32,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=10,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=437,10,437,KUMARGRAM (ST),ALIPURDUAR,Manoj Kumar Oraon,Revolutionary Socialist Party,0,0,Graduate Professional,36,"Rs 16,22,754 ~ 16 Lacs+","Rs 2,46,950 ~ 2 Lacs+",1622754,246950
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=10,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=672,10,672,KUMARGRAM (ST),ALIPURDUAR,Ram Oraon,SUCI(C),0,0,10th Pass,50,"Rs 4,06,000 ~ 4 Lacs+",Rs 0 ~,406000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=10,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=674,10,674,KUMARGRAM (ST),ALIPURDUAR,Vinoy Kr. Minj,JMM,0,0,8th Pass,34,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=14,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=317,14,317,MADARIHAT (ST),ALIPURDUAR,Manoj Tigga,BJP,1,3,Graduate B.Sc (Bio) from A.C. College Jalpaiguri Under North Bengal University,43,"Rs 6,10,642 ~ 6 Lacs+","Rs 4,82,000 ~ 4 Lacs+",610642,482000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=14,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=446,14,446,MADARIHAT (ST),ALIPURDUAR,Padam Lama,AITC,0,2,8th Pass,54,"Rs 86,46,297 ~ 86 Lacs+","Rs 3,30,779 ~ 3 Lacs+",8646297,330779
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=14,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=685,14,685,MADARIHAT (ST),ALIPURDUAR,Padam Oraon,JMM,0,0,10th Pass,37,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=14,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=447,14,447,MADARIHAT (ST),ALIPURDUAR,Smt. Kumari Kujur,Revolutionary Socialist Party,0,0,10th Pass,67,"Rs 20,71,834 ~ 20 Lacs+","Rs 69,021 ~ 69 Thou+",2071834,69021
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=14,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=448,14,448,MADARIHAT (ST),ALIPURDUAR,Sudhist Baraik,SUCI(C),0,0,10th Pass,39,"Rs 1,44,741 ~ 1 Lacs+",Rs 0 ~,144741,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=252,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=244,252,244,BANKURA,BANKURA,Shampa Daripa,INC,1,0,"Graduate B.A. From Burdwan University,Year-1993",53,"Rs 1,48,68,951 ~ 1 Crore+","Rs 1,09,371 ~ 1 Lacs+",14868951,109371
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=252,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=273,252,273,BANKURA,BANKURA,Lalmohan Malla,BSP,0,0,Illiterate,54,Rs 500 ~ 5 Hund+,Rs 0 ~,500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=252,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=245,252,245,BANKURA,BANKURA,Minati Misra,AITC,0,0,Graduate Professional,69,"Rs 39,47,831 ~ 39 Lacs+",Rs 0 ~,3947831,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=252,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=272,252,272,BANKURA,BANKURA,Rabindra Hansda,Bahujan Mukti Party,0,0,12th Pass,25,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=252,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=286,252,286,BANKURA,BANKURA,Subhas Kumar Sarkar,BJP,0,0,Graduate Professional,62,"Rs 1,37,75,610 ~ 1 Crore+","Rs 51,49,617 ~ 51 Lacs+",13775610,5149617
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=252,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=150,252,150,BANKURA,BANKURA,Swapan Nag,SUCI(C),0,0,10th Pass,66,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=253,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=151,253,151,BARJORA,BANKURA,Sujit Chakraborty,CPI(M),1,3,Graduate B.Com From Burdwan University in the year 1988,48,,,1948712,1485000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=253,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=154,253,154,BARJORA,BANKURA,Indrani Sardar,Bahujan Mukti Party,0,0,Literate,30,"Rs 27,000 ~ 27 Thou+",Rs 0 ~,27000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=253,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=152,253,152,BARJORA,BANKURA,Raghunath Roy,IND,0,0,Illiterate,53,"Rs 20,200 ~ 20 Thou+",Rs 0 ~,20200,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=253,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=155,253,155,BARJORA,BANKURA,Soham Chakraborty,AITC,0,0,Graduate,32,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=253,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=153,253,153,BARJORA,BANKURA,Sudarshan Adhikari,SUCI(C),0,0,10th Pass,47,"Rs 1,58,548 ~ 1 Lacs+",Rs 0 ~,158548,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=253,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=287,253,287,BARJORA,BANKURA,Sujit Agasthi,BJP,0,1,Graduate,44,"Rs 1,84,78,079 ~ 1 Crore+",Rs 0 ~,18478079,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=255,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=254,255,254,BISHNUPUR,BANKURA,Tusharkanti Bhattacharya,INC,1,1,"12th Pass INTERMIDEATE ,1959, Calcutta University",76,,,14434296,130000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=255,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=250,255,250,BISHNUPUR,BANKURA,Nanda Dulal Banerjee,BJP,0,0,Graduate,69,"Rs 35,37,254 ~ 35 Lacs+",Rs 0 ~,3537254,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=255,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=159,255,159,BISHNUPUR,BANKURA,Shashi Bhusan Banerjee,SUCI(C),0,0,12th Pass,57,"Rs 1,60,500 ~ 1 Lacs+",Rs 0 ~,160500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=255,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=252,255,252,BISHNUPUR,BANKURA,Shibapada Giri,CPI(ML) Red Star,0,0,12th Pass,63,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=255,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=251,255,251,BISHNUPUR,BANKURA,Shyamaprasad Mukherjee,AITC,0,0,Graduate Professional,63,"Rs 1,12,85,130 ~ 1 Crore+","Rs 3,46,665 ~ 3 Lacs+",11285130,346665
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=255,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=253,255,253,BISHNUPUR,BANKURA,Sunil Besra,Bahujan Mukti Party,0,0,Graduate,29,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,1000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=148,248,148,CHHATNA,BANKURA,Dhirendra Nath Layek,Revolutionary Socialist Party,1,0,12th Pass Higher Secondari From West Bengal Board of Secondary Education in 1970,63,"Rs 12,40,138 ~ 12 Lacs+","Rs 1,95,275 ~ 1 Lacs+",1240138,195275
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=240,248,240,CHHATNA,BANKURA,Bankim Mishra,IND,0,0,Literate,48,"Rs 8,67,280 ~ 8 Lacs+","Rs 6,00,000 ~ 6 Lacs+",867280,600000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=269,248,269,CHHATNA,BANKURA,Manik Bouri,BSP,0,0,8th Pass,53,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=271,248,271,CHHATNA,BANKURA,Panmani Besra,Jharkhand Disom Party,0,0,10th Pass,47,"Rs 1,14,000 ~ 1 Lacs+",Rs 0 ~,114000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=149,248,149,CHHATNA,BANKURA,Ramnibas Baskey,CPI(ML)(L),0,0,Graduate,28,"Rs 1,36,266 ~ 1 Lacs+",Rs 0 ~,136266,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=242,248,242,CHHATNA,BANKURA,Sadananda Mandal,SUCI(C),0,0,12th Pass,48,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=285,248,285,CHHATNA,BANKURA,Satyaban Bauri,JMM,0,0,Graduate,43,"Rs 10,200 ~ 10 Thou+",Rs 0 ~,10200,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=241,248,241,CHHATNA,BANKURA,Subhasis Batabyal,AITC,0,0,Post Graduate,59,"Rs 50,81,546 ~ 50 Lacs+","Rs 7,00,000 ~ 7 Lacs+",5081546,700000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=248,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=243,248,243,CHHATNA,BANKURA,Uttam Kundu,Bahujan Mukti Party,0,0,8th Pass,39,"Rs 7,35,445 ~ 7 Lacs+",Rs 0 ~,735445,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=257,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=164,257,164,INDUS (SC),BANKURA,Gurupada Mete,AITC,1,1,8th Pass Madhyamik Passed From Indus High School Appering In 1988,47,"Rs 8,37,500 ~ 8 Lacs+","Rs 30,000 ~ 30 Thou+",837500,30000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=257,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=162,257,162,INDUS (SC),BANKURA,Basudeb Diger,IND,0,6,Post Graduate,52,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,6000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=257,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=276,257,276,INDUS (SC),BANKURA,Bhairab Lohar,BSP,0,0,10th Pass,31,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,21000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=257,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=275,257,275,INDUS (SC),BANKURA,Dilip Kumar Malik,CPI(M),0,1,Graduate,54,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=257,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=163,257,163,INDUS (SC),BANKURA,Nirmal Kumar Dhara,BJP,0,0,Post Graduate,33,"Rs 98,000 ~ 98 Thou+",Rs 0 ~,98000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=256,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=160,256,160,KOTULPUR (SC),BANKURA,Shyamal Santra,AITC,1,0,Post Graduate M.A. in Geography From Burdwan University,36,"Rs 27,14,191 ~ 27 Lacs+","Rs 5,68,438 ~ 5 Lacs+",2714191,568438
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=256,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=266,256,266,KOTULPUR (SC),BANKURA,Akshay Santra,INC,0,0,Graduate,32,"Rs 93,000 ~ 93 Thou+","Rs 7,000 ~ 7 Thou+",93000,7000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=256,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=267,256,267,KOTULPUR (SC),BANKURA,Tapas Kshetrapal,Bahujan Mukti Party,0,0,12th Pass,34,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=256,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=161,256,161,KOTULPUR (SC),BANKURA,Tarun Kumar Kotal,BJP,0,0,Post Graduate,46,"Rs 35,58,717 ~ 35 Lacs+","Rs 9,00,000 ~ 9 Lacs+",3558717,900000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=4,254,4,ONDA,BANKURA,Arup Kumar Khan,AITC,1,0,"Graduate B.Com. From University of Burdwan, Dist.-Burdwan, State-W.B., Bankura Sammilani College Bankura,Year-1975",60,"Rs 31,34,794 ~ 31 Lacs+",Rs 0 ~,3134794,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=246,254,246,ONDA,BANKURA,Amarnath Shaka,BJP,0,2,8th Pass,52,"Rs 6,72,889 ~ 6 Lacs+",Rs 0 ~,672889,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=156,254,156,ONDA,BANKURA,Ashoke Chattopadhyay,IND,0,0,Graduate Professional,60,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=158,254,158,ONDA,BANKURA,Baidyanath China,CPI(ML)(L),0,0,8th Pass,56,"Rs 9,65,200 ~ 9 Lacs+",Rs 0 ~,965200,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=247,254,247,ONDA,BANKURA,Manik Mukherjee,AIFB,0,0,10th Pass,59,"Rs 1,31,652 ~ 1 Lacs+",Rs 0 ~,131652,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=157,254,157,ONDA,BANKURA,Sabiruddin Bhuina,SUCI(C),0,0,Post Graduate,33,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=254,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=248,254,248,ONDA,BANKURA,Sadhan Chattaraj,BSP,0,0,10th Pass,30,Rs 500 ~ 5 Hund+,Rs 0 ~,500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=54,250,54,RAIPUR (ST),BANKURA,Birendra Nath Tudu,AITC,1,0,"10th Pass West Bengal board of Secondary Education -1981 (Madhyamik Pass). School:- Tapta-Damdi Banamali Vidyamandir., Tapta-Damdi",55,"Rs 19,51,753 ~ 19 Lacs+",Rs 0 ~,1951753,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=217,250,217,RAIPUR (ST),BANKURA,Chunaram Soren,JMM,0,0,Literate,76,"Rs 1,55,000 ~ 1 Lacs+",Rs 0 ~,155000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=21,250,21,RAIPUR (ST),BANKURA,Dilip Kumar Hansda,CPI(M),0,0,10th Pass,47,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=219,250,219,RAIPUR (ST),BANKURA,Dulal Saren,IND,0,0,12th Pass,42,"Rs 6,500 ~ 6 Thou+",Rs 0 ~,6500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=216,250,216,RAIPUR (ST),BANKURA,Kalipada Hembram,Bahujan Mukti Party,0,0,10th Pass,47,"Rs 19,000 ~ 19 Thou+",Rs 0 ~,19000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=218,250,218,RAIPUR (ST),BANKURA,Kandan Mandi,CPI(ML) Red Star,0,0,8th Pass,51,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=250,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=89,250,89,RAIPUR (ST),BANKURA,Shudhanshu Hansda,BJP,0,0,Graduate,33,"Rs 23,88,200 ~ 23 Lacs+","Rs 16,60,000 ~ 16 Lacs+",2388200,1660000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=249,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=85,249,85,RANIBANDH (ST),BANKURA,Jyostna Mandi,AITC,1,0,Others Diploma In Maniacal Engineering MBC Burdwan (Under WBSCTE) In 2010,31,"Rs 1,96,633 ~ 1 Lacs+","Rs 30,000 ~ 30 Thou+",196633,30000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=249,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=87,249,87,RANIBANDH (ST),BANKURA,Biswanath Tudu,Jharkhand Disom Party,0,0,10th Pass,37,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,6000,0
